,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
7010,2545,All;actors;painters/No;painters;workers,No;actors;workers,All;actors;workers|All;workers;actors|No;actors;workers|No;workers;actors|Some;actors;workers|Some;workers;actors|Some not;actors;workers|Some not;workers;actors|Most;actors;workers|Most;workers;actors|Most not;actors;workers|Most not;workers;actors|NVC,syllogistic-generalized,single-choice,22_participant_24,96,6663.0,AE1,Eac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AE,uu,E,u,True,True,2022,False
7015,2550,No;waiters;cashiers/No;poets;waiters,No;cashiers;poets,All;cashiers;poets|All;poets;cashiers|No;cashiers;poets|No;poets;cashiers|Some;cashiers;poets|Some;poets;cashiers|Some not;cashiers;poets|Some not;poets;cashiers|Most;cashiers;poets|Most;poets;cashiers|Most not;cashiers;poets|Most not;poets;cashiers|NVC,syllogistic-generalized,single-choice,22_participant_24,101,4729.0,EE2,Eac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,EE,uu,E,u,False,False,2022,False
7019,2554,No;models;managers/Some;clerks;models,Some not;managers;clerks,All;managers;clerks|All;clerks;managers|No;managers;clerks|No;clerks;managers|Some;managers;clerks|Some;clerks;managers|Some not;managers;clerks|Some not;clerks;managers|Most;managers;clerks|Most;clerks;managers|Most not;managers;clerks|Most not;clerks;managers|NVC,syllogistic-generalized,single-choice,22_participant_24,104,9479.0,EI2,Oac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,EI,ue,O,e,False,True,2022,False
7020,2555,No;surfers;planners/Some not;planners;artists,No;surfers;artists,All;surfers;artists|All;artists;surfers|No;surfers;artists|No;artists;surfers|Some;surfers;artists|Some;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|Most;surfers;artists|Most;artists;surfers|Most not;surfers;artists|Most not;artists;surfers|NVC,syllogistic-generalized,single-choice,22_participant_24,105,10576.0,EO1,Eac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,EO,ue,E,u,False,False,2022,False
7023,2558,Some;pilots;singers/Some not;pilots;tailors,Some not;singers;tailors,All;singers;tailors|All;tailors;singers|No;singers;tailors|No;tailors;singers|Some;singers;tailors|Some;tailors;singers|Some not;singers;tailors|Some not;tailors;singers|Most;singers;tailors|Most;tailors;singers|Most not;singers;tailors|Most not;tailors;singers|NVC,syllogistic-generalized,single-choice,22_participant_24,108,5683.0,IO4,Oac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,IO,ee,O,e,False,False,2022,False
7024,2559,Some not;joggers;counselors/Some not;riders;counselors,Some not;joggers;riders,All;joggers;riders|All;riders;joggers|No;joggers;riders|No;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|Most;joggers;riders|Most;riders;joggers|Most not;joggers;riders|Most not;riders;joggers|NVC,syllogistic-generalized,single-choice,22_participant_24,109,13733.0,OO3,Oac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,OO,ee,O,e,False,False,2022,False
7026,2561,Some not;doctors;climbers/All;tellers;doctors,Some;climbers;tellers,All;climbers;tellers|All;tellers;climbers|No;climbers;tellers|No;tellers;climbers|Some;climbers;tellers|Some;tellers;climbers|Some not;climbers;tellers|Some not;tellers;climbers|Most;climbers;tellers|Most;tellers;climbers|Most not;climbers;tellers|Most not;tellers;climbers|NVC,syllogistic-generalized,single-choice,22_participant_24,111,4862.0,OA2,Iac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,AO,ue,I,e,False,False,2022,False
7031,2566,Some;divers;carpenters/All;linguists;carpenters,Most;divers;linguists,All;divers;linguists|All;linguists;divers|No;divers;linguists|No;linguists;divers|Some;divers;linguists|Some;linguists;divers|Some not;divers;linguists|Some not;linguists;divers|Most;divers;linguists|Most;linguists;divers|Most not;divers;linguists|Most not;linguists;divers|NVC,syllogistic-generalized,single-choice,22_participant_24,116,12190.0,IA3,Tac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,AI,ue,T,g,False,False,2022,False
7032,2567,All;analysts;travelers/Some;novelists;travelers,Most;analysts;novelists,All;analysts;novelists|All;novelists;analysts|No;analysts;novelists|No;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|Most;analysts;novelists|Most;novelists;analysts|Most not;analysts;novelists|Most not;novelists;analysts|NVC,syllogistic-generalized,single-choice,22_participant_24,117,12080.0,AI3,Tac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,AI,ue,T,g,False,False,2022,False
7033,2568,No;poets;skaters/All;poets;miners,No;skaters;miners,All;skaters;miners|All;miners;skaters|No;skaters;miners|No;miners;skaters|Some;skaters;miners|Some;miners;skaters|Some not;skaters;miners|Some not;miners;skaters|Most;skaters;miners|Most;miners;skaters|Most not;skaters;miners|Most not;miners;skaters|NVC,syllogistic-generalized,single-choice,22_participant_24,118,37706.0,EA4,Eac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,AE,uu,E,u,False,True,2022,False
7037,2572,Some not;secretaries;brokers/Some;secretaries;agents,Some not;brokers;agents,All;brokers;agents|All;agents;brokers|No;brokers;agents|No;agents;brokers|Some;brokers;agents|Some;agents;brokers|Some not;brokers;agents|Some not;agents;brokers|Most;brokers;agents|Most;agents;brokers|Most not;brokers;agents|Most not;agents;brokers|NVC,syllogistic-generalized,single-choice,22_participant_24,122,9010.0,OI4,Oac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,IO,ee,O,e,False,False,2022,False
7039,2574,Some;agents;brokers/All;agents;secretaries,Most;brokers;secretaries,All;brokers;secretaries|All;secretaries;brokers|No;brokers;secretaries|No;secretaries;brokers|Some;brokers;secretaries|Some;secretaries;brokers|Some not;brokers;secretaries|Some not;secretaries;brokers|Most;brokers;secretaries|Most;secretaries;brokers|Most not;brokers;secretaries|Most not;secretaries;brokers|NVC,syllogistic-generalized,single-choice,22_participant_24,124,44590.0,IA4,Tac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,AI,ue,T,g,False,True,2022,False
7041,2576,Some not;climbers;skaters/No;skaters;therapists,Most not;climbers;therapists,All;climbers;therapists|All;therapists;climbers|No;climbers;therapists|No;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|Most;climbers;therapists|Most;therapists;climbers|Most not;climbers;therapists|Most not;therapists;climbers|NVC,syllogistic-generalized,single-choice,22_participant_24,126,19545.0,OE1,Dac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,EO,ue,D,g,False,False,2022,False
7042,2577,No;campers;engineers/Some;engineers;fencers,Some not;campers;fencers,All;campers;fencers|All;fencers;campers|No;campers;fencers|No;fencers;campers|Some;campers;fencers|Some;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|Most;campers;fencers|Most;fencers;campers|Most not;campers;fencers|Most not;fencers;campers|NVC,syllogistic-generalized,single-choice,22_participant_24,127,12534.0,EI1,Oac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,EI,ue,O,e,False,True,2022,False
7043,2578,Some;editors;florists/Some not;soldiers;editors,Some not;florists;soldiers,All;florists;soldiers|All;soldiers;florists|No;florists;soldiers|No;soldiers;florists|Some;florists;soldiers|Some;soldiers;florists|Some not;florists;soldiers|Some not;soldiers;florists|Most;florists;soldiers|Most;soldiers;florists|Most not;florists;soldiers|Most not;soldiers;florists|NVC,syllogistic-generalized,single-choice,22_participant_24,128,12780.0,IO2,Oac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,IO,ee,O,e,False,False,2022,False
7046,2581,No;swimmers;cooks/All;cooks;mayors,Most not;swimmers;mayors,All;swimmers;mayors|All;mayors;swimmers|No;swimmers;mayors|No;mayors;swimmers|Some;swimmers;mayors|Some;mayors;swimmers|Some not;swimmers;mayors|Some not;mayors;swimmers|Most;swimmers;mayors|Most;mayors;swimmers|Most not;swimmers;mayors|Most not;mayors;swimmers|NVC,syllogistic-generalized,single-choice,22_participant_24,131,6305.0,EA1,Dac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,AE,uu,D,g,False,True,2022,False
7049,2584,All;hikers;writers/No;drivers;hikers,Some;writers;drivers,All;writers;drivers|All;drivers;writers|No;writers;drivers|No;drivers;writers|Some;writers;drivers|Some;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|Most;writers;drivers|Most;drivers;writers|Most not;writers;drivers|Most not;drivers;writers|NVC,syllogistic-generalized,single-choice,22_participant_24,134,18958.0,AE2,Iac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,AE,uu,I,e,False,True,2022,False
7054,2589,Some not;nurses;actors/Some;drillers;actors,Some not;nurses;drillers,All;nurses;drillers|All;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|Most;nurses;drillers|Most;drillers;nurses|Most not;nurses;drillers|Most not;drillers;nurses|NVC,syllogistic-generalized,single-choice,22_participant_24,139,7054.0,OI3,Oac,female,bachelors,39,40,85,88,no,,no,14,84,14,yes,no comment,i took part in pat 1 and 2  of this study which is the same as this one,3,IO,ee,O,e,False,False,2022,False
7057,2592,No;joggers;counselors/Some;riders;counselors,NVC,All;joggers;riders|All;riders;joggers|No;joggers;riders|No;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|Most;joggers;riders|Most;riders;joggers|Most not;joggers;riders|Most not;riders;joggers|NVC,syllogistic-generalized,single-choice,22_participant_25,0,29993.0,EI3,NVC,male,bachelors,11,72,89,70,yes,"I used the second word of the previous sentence, as the first word of the current answer.",no,36,88,77,yes,I enjoyed taking part in this survey and identifying patterns.,"This is my first time I've taken part in a experiment of this nature, thank you.",1,EI,ue,NVC,NVC,False,True,2022,False
7060,2595,No;planners;artists/No;artists;surfers,No;surfers;planners,All;planners;surfers|All;surfers;planners|No;planners;surfers|No;surfers;planners|Some;planners;surfers|Some;surfers;planners|Some not;planners;surfers|Some not;surfers;planners|Most;planners;surfers|Most;surfers;planners|Most not;planners;surfers|Most not;surfers;planners|NVC,syllogistic-generalized,single-choice,22_participant_25,3,67909.0,EE1,Eca,male,bachelors,11,72,89,70,yes,"I used the second word of the previous sentence, as the first word of the current answer.",no,36,88,77,yes,I enjoyed taking part in this survey and identifying patterns.,"This is my first time I've taken part in a experiment of this nature, thank you.",1,EE,uu,E,u,False,False,2022,False
7061,2596,No;farmers;assistants/All;scholars;farmers,Some;assistants;scholars,All;assistants;scholars|All;scholars;assistants|No;assistants;scholars|No;scholars;assistants|Some;assistants;scholars|Some;scholars;assistants|Some not;assistants;scholars|Some not;scholars;assistants|Most;assistants;scholars|Most;scholars;assistants|Most not;assistants;scholars|Most not;scholars;assistants|NVC,syllogistic-generalized,single-choice,22_participant_25,4,44957.0,EA2,Iac,male,bachelors,11,72,89,70,yes,"I used the second word of the previous sentence, as the first word of the current answer.",no,36,88,77,yes,I enjoyed taking part in this survey and identifying patterns.,"This is my first time I've taken part in a experiment of this nature, thank you.",1,AE,uu,I,e,False,True,2022,False
7062,2597,Some;cashiers;poets/No;cashiers;waiters,All;waiters;poets,All;poets;waiters|All;waiters;poets|No;poets;waiters|No;waiters;poets|Some;poets;waiters|Some;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|Most;poets;waiters|Most;waiters;poets|Most not;poets;waiters|Most not;waiters;poets|NVC,syllogistic-generalized,single-choice,22_participant_25,5,47608.0,IE4,Aca,male,bachelors,11,72,89,70,yes,"I used the second word of the previous sentence, as the first word of the current answer.",no,36,88,77,yes,I enjoyed taking part in this survey and identifying patterns.,"This is my first time I've taken part in a experiment of this nature, thank you.",1,EI,ue,A,u,False,True,2022,False
7064,2599,All;florists;editors/Some not;florists;soldiers,No;soldiers;editors,All;editors;soldiers|All;soldiers;editors|No;editors;soldiers|No;soldiers;editors|Some;editors;soldiers|Some;soldiers;editors|Some not;editors;soldiers|Some not;soldiers;editors|Most;editors;soldiers|Most;soldiers;editors|Most not;editors;soldiers|Most not;soldiers;editors|NVC,syllogistic-generalized,single-choice,22_participant_25,7,186835.0,AO4,Eca,male,bachelors,11,72,89,70,yes,"I used the second word of the previous sentence, as the first word of the current answer.",no,36,88,77,yes,I enjoyed taking part in this survey and identifying patterns.,"This is my first time I've taken part in a experiment of this nature, thank you.",1,AO,ue,E,u,False,True,2022,False
7072,2607,Some;dancers;typists/Some;boxers;typists,Some;boxers;dancers,All;dancers;boxers|All;boxers;dancers|No;dancers;boxers|No;boxers;dancers|Some;dancers;boxers|Some;boxers;dancers|Some not;dancers;boxers|Some not;boxers;dancers|Most;dancers;boxers|Most;boxers;dancers|Most not;dancers;boxers|Most not;boxers;dancers|NVC,syllogistic-generalized,single-choice,22_participant_25,15,6050.0,II3,Ica,male,bachelors,11,72,89,70,yes,"I used the second word of the previous sentence, as the first word of the current answer.",no,36,88,77,yes,I enjoyed taking part in this survey and identifying patterns.,"This is my first time I've taken part in a experiment of this nature, thank you.",1,II,ee,I,e,False,False,2022,False
7073,2608,Some;actuaries;boxers/Some not;opticians;boxers,Some;actuaries;opticians,All;actuaries;opticians|All;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|Most;actuaries;opticians|Most;opticians;actuaries|Most not;actuaries;opticians|Most not;opticians;actuaries|NVC,syllogistic-generalized,single-choice,22_participant_25,16,3537.0,IO3,Iac,male,bachelors,11,72,89,70,yes,"I used the second word of the previous sentence, as the first word of the current answer.",no,36,88,77,yes,I enjoyed taking part in this survey and identifying patterns.,"This is my first time I've taken part in a experiment of this nature, thank you.",1,IO,ee,I,e,False,False,2022,False
