,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
6515,2050,No;teachers;bankers/Most not;golfers;teachers,NVC,All;bankers;golfers|All;golfers;bankers|No;bankers;golfers|No;golfers;bankers|Some;bankers;golfers|Some;golfers;bankers|Some not;bankers;golfers|Some not;golfers;bankers|Most;bankers;golfers|Most;golfers;bankers|Most not;bankers;golfers|Most not;golfers;bankers|NVC,syllogistic-generalized,single-choice,22_participant_21,34,28700.0,ED2,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ED,ug,NVC,NVC,True,False,2022,True
6516,2051,Some;doctors;tellers/Most;tellers;climbers,NVC,All;doctors;climbers|All;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|Most;doctors;climbers|Most;climbers;doctors|Most not;doctors;climbers|Most not;climbers;doctors|NVC,syllogistic-generalized,single-choice,22_participant_21,35,15998.0,IT1,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,IT,ge,NVC,NVC,True,False,2022,True
6518,2053,No;nurses;drillers/Most not;actors;drillers,NVC,All;nurses;actors|All;actors;nurses|No;nurses;actors|No;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|Most;nurses;actors|Most;actors;nurses|Most not;nurses;actors|Most not;actors;nurses|NVC,syllogistic-generalized,single-choice,22_participant_21,37,11167.0,ED3,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ED,ug,NVC,NVC,True,False,2022,True
6520,2055,Some;linguists;carpenters/Most not;linguists;divers,NVC,All;carpenters;divers|All;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|Most;carpenters;divers|Most;divers;carpenters|Most not;carpenters;divers|Most not;divers;carpenters|NVC,syllogistic-generalized,single-choice,22_participant_21,39,14010.0,ID4,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ID,ge,NVC,NVC,True,False,2022,True
6523,2058,Most;runners;scientists/No;scientists;chefs,NVC,All;runners;chefs|All;chefs;runners|No;runners;chefs|No;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|Most;runners;chefs|Most;chefs;runners|Most not;runners;chefs|Most not;chefs;runners|NVC,syllogistic-generalized,single-choice,22_participant_21,42,20052.0,TE1,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ET,ug,NVC,NVC,False,True,2022,True
6524,2059,All;barbers;investors/Most;jugglers;investors,NVC,All;barbers;jugglers|All;jugglers;barbers|No;barbers;jugglers|No;jugglers;barbers|Some;barbers;jugglers|Some;jugglers;barbers|Some not;barbers;jugglers|Some not;jugglers;barbers|Most;barbers;jugglers|Most;jugglers;barbers|Most not;barbers;jugglers|Most not;jugglers;barbers|NVC,syllogistic-generalized,single-choice,22_participant_21,43,11201.0,AT3,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,AT,ug,NVC,NVC,True,False,2022,True
6526,2061,No;cleaners;painters/Most;auditors;cleaners,NVC,All;painters;auditors|All;auditors;painters|No;painters;auditors|No;auditors;painters|Some;painters;auditors|Some;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|Most;painters;auditors|Most;auditors;painters|Most not;painters;auditors|Most not;auditors;painters|NVC,syllogistic-generalized,single-choice,22_participant_21,45,22385.0,ET2,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ET,ug,NVC,NVC,False,True,2022,True
6527,2062,Some;potters;sailors/Most not;chemists;potters,NVC,All;sailors;chemists|All;chemists;sailors|No;sailors;chemists|No;chemists;sailors|Some;sailors;chemists|Some;chemists;sailors|Some not;sailors;chemists|Some not;chemists;sailors|Most;sailors;chemists|Most;chemists;sailors|Most not;sailors;chemists|Most not;chemists;sailors|NVC,syllogistic-generalized,single-choice,22_participant_21,46,11571.0,ID2,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ID,ge,NVC,NVC,True,False,2022,True
6532,2067,Most not;farmers;scholars/Most;assistants;scholars,NVC,All;farmers;assistants|All;assistants;farmers|No;farmers;assistants|No;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|Most;farmers;assistants|Most;assistants;farmers|Most not;farmers;assistants|Most not;assistants;farmers|NVC,syllogistic-generalized,single-choice,22_participant_21,51,36003.0,DT3,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,TD,gg,NVC,NVC,True,False,2022,True
6533,2068,Most not;clerks;managers/Most not;models;managers,NVC,All;clerks;models|All;models;clerks|No;clerks;models|No;models;clerks|Some;clerks;models|Some;models;clerks|Some not;clerks;models|Some not;models;clerks|Most;clerks;models|Most;models;clerks|Most not;clerks;models|Most not;models;clerks|NVC,syllogistic-generalized,single-choice,22_participant_21,51,28824.0,DD3,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,DD,gg,NVC,NVC,True,False,2022,True
6534,2069,Most;skaters;therapists/Most;therapists;climbers,Most;skaters;climbers,All;skaters;climbers|All;climbers;skaters|No;skaters;climbers|No;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|Most;skaters;climbers|Most;climbers;skaters|Most not;skaters;climbers|Most not;climbers;skaters|NVC,syllogistic-generalized,single-choice,22_participant_21,52,41500.0,TT1,Tac,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,TT,gg,T,g,False,False,2022,True
6536,2071,Most;architects;trainers/All;architects;designers,NVC,All;trainers;designers|All;designers;trainers|No;trainers;designers|No;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|Most;trainers;designers|Most;designers;trainers|Most not;trainers;designers|Most not;designers;trainers|NVC,syllogistic-generalized,single-choice,22_participant_21,54,35694.0,TA4,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,AT,ug,NVC,NVC,False,True,2022,True
6541,2076,Most;porters;judges/Most not;brewers;judges,NVC,All;porters;brewers|All;brewers;porters|No;porters;brewers|No;brewers;porters|Some;porters;brewers|Some;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|Most;porters;brewers|Most;brewers;porters|Most not;porters;brewers|Most not;brewers;porters|NVC,syllogistic-generalized,single-choice,22_participant_21,59,17269.0,TD3,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,TD,gg,NVC,NVC,True,False,2022,True
6544,2079,Some not;dancers;boxers/Most not;boxers;typists,NVC,All;dancers;typists|All;typists;dancers|No;dancers;typists|No;typists;dancers|Some;dancers;typists|Some;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|Most;dancers;typists|Most;typists;dancers|Most not;dancers;typists|Most not;typists;dancers|NVC,syllogistic-generalized,single-choice,22_participant_21,62,22427.0,OD1,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,OD,ge,NVC,NVC,True,False,2022,True
6545,2080,Most not;engineers;campers/All;engineers;fencers,Some;fencers;campers,All;campers;fencers|All;fencers;campers|No;campers;fencers|No;fencers;campers|Some;campers;fencers|Some;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|Most;campers;fencers|Most;fencers;campers|Most not;campers;fencers|Most not;fencers;campers|NVC,syllogistic-generalized,single-choice,22_participant_21,63,44380.0,DA4,Ica,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,AD,ug,I,e,False,True,2022,True
6548,2083,Most not;butchers;packers/Most not;butchers;tutors,NVC,All;packers;tutors|All;tutors;packers|No;packers;tutors|No;tutors;packers|Some;packers;tutors|Some;tutors;packers|Some not;packers;tutors|Some not;tutors;packers|Most;packers;tutors|Most;tutors;packers|Most not;packers;tutors|Most not;tutors;packers|NVC,syllogistic-generalized,single-choice,22_participant_21,66,31318.0,DD4,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,DD,gg,NVC,NVC,True,False,2022,True
6549,2084,Some;boxers;actuaries/Most;boxers;opticians,NVC,All;actuaries;opticians|All;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|Most;actuaries;opticians|Most;opticians;actuaries|Most not;actuaries;opticians|Most not;opticians;actuaries|NVC,syllogistic-generalized,single-choice,22_participant_21,67,14453.0,IT4,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,IT,ge,NVC,NVC,True,False,2022,True
6550,2085,Most;mayors;cooks/No;swimmers;cooks,Some;swimmers;mayors,All;mayors;swimmers|All;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|Most;mayors;swimmers|Most;swimmers;mayors|Most not;mayors;swimmers|Most not;swimmers;mayors|NVC,syllogistic-generalized,single-choice,22_participant_21,68,40898.0,TE3,Ica,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,ET,ug,I,e,False,True,2022,True
6552,2087,Most;sculptors;bakers/Most;gamblers;sculptors,Some;bakers;gamblers,All;bakers;gamblers|All;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|Most;bakers;gamblers|Most;gamblers;bakers|Most not;bakers;gamblers|Most not;gamblers;bakers|NVC,syllogistic-generalized,single-choice,22_participant_21,70,46465.0,TT2,Iac,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,TT,gg,I,e,False,False,2022,True
6554,2089,Most not;brewers;porters/No;judges;brewers,NVC,All;porters;judges|All;judges;porters|No;porters;judges|No;judges;porters|Some;porters;judges|Some;judges;porters|Some not;porters;judges|Some not;judges;porters|Most;porters;judges|Most;judges;porters|Most not;porters;judges|Most not;judges;porters|NVC,syllogistic-generalized,single-choice,22_participant_21,72,22196.0,DE2,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,ED,ug,NVC,NVC,True,False,2022,True
6555,2090,Most;dentists;plumbers/Some;dentists;lifeguards,Some;lifeguards;plumbers,All;plumbers;lifeguards|All;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|Most;plumbers;lifeguards|Most;lifeguards;plumbers|Most not;plumbers;lifeguards|Most not;lifeguards;plumbers|NVC,syllogistic-generalized,single-choice,22_participant_21,73,22983.0,TI4,Ica,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,IT,ge,I,e,False,False,2022,True
6557,2092,Most not;scholars;farmers/Most not;farmers;assistants,NVC,All;scholars;assistants|All;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|Most;scholars;assistants|Most;assistants;scholars|Most not;scholars;assistants|Most not;assistants;scholars|NVC,syllogistic-generalized,single-choice,22_participant_21,75,8948.0,DD1,NVC,male,bachelors,4,59,95,63,yes,"I was more comfortable in my ability whenever I saw ""All..."". This made inference easier.",no,1,98,61,yes,"Was I imagining things, or was today's test easier than yesterday? It certainly seemed that way!",No.,2,DD,gg,NVC,NVC,True,False,2022,True
